Time,struggle_indiv_training,nonstruggle_indiv_training,struggle_indiv_assign,nonstruggle_indiv_assign,struggle_collab_training,nonstruggle_collab_training,struggle_collab_assign,nonstruggle_collab_assign, NumStudent: 18
0,0,0,0,4,0,0,0,0
1,0,2,2,4,0,0,0,0
2,1,8,0,5,0,0,0,0
3,0,6,1,7,0,0,0,0
4,0,5,4,5,0,0,0,0
5,0,7,3,4,0,0,0,0
6,0,9,2,3,0,0,0,0
7,0,3,5,2,0,1,0,1
8,0,0,1,3,2,1,1,2
9,0,0,1,1,2,5,3,1
10,0,0,1,1,3,4,4,1
11,0,0,0,1,10,1,1,1
12,0,0,0,0,8,1,3,0
13,1,0,0,2,7,0,4,2
14,0,1,2,3,3,0,5,0
15,0,1,0,4,1,1,4,3
16,0,0,1,4,2,0,5,3
17,0,0,1,5,0,1,4,3
18,0,0,3,5,1,0,2,4
19,0,0,2,7,0,0,4,1
20,0,1,2,10,0,0,0,0
21,0,2,2,9,0,0,0,0
22,0,1,1,9,0,0,0,0
23,0,1,2,8,0,0,0,0
24,0,1,3,10,0,0,0,0
25,0,0,3,9,0,0,0,0
26,0,0,1,12,0,0,0,0
27,0,0,2,11,0,0,0,0
28,0,1,2,8,0,0,0,0
29,1,0,2,9,0,0,0,0
30,1,0,2,8,0,0,0,0
31,0,1,3,6,0,0,0,0
32,1,0,2,8,0,0,0,0
33,1,0,3,5,0,0,0,0
34,1,0,3,4,0,0,0,0
35,0,0,3,2,0,0,0,0
36,0,0,3,2,0,0,0,0
37,0,0,0,1,0,0,0,0
228,0,0,0,1,0,0,0,0
260,0,0,0,1,0,0,0,0
261,0,0,0,1,0,0,0,0
262,0,0,0,1,0,0,0,0
263,0,0,0,1,0,0,0,0
424,1,0,0,0,0,0,0,0
