Time,struggle_indiv_training,nonstruggle_indiv_training,struggle_indiv_assign,nonstruggle_indiv_assign,struggle_collab_training,nonstruggle_collab_training,struggle_collab_assign,nonstruggle_collab_assign, NumStudent: 26
0,0,0,0,3,0,0,0,0
1,0,0,1,9,0,0,0,0
2,0,0,2,10,0,0,0,0
3,0,0,3,10,0,0,0,0
4,0,0,1,13,0,0,0,0
5,0,0,2,11,0,0,0,0
6,0,6,0,9,0,0,0,0
7,1,10,1,6,0,0,0,0
8,1,9,3,4,0,0,0,0
9,1,7,3,5,0,0,0,0
10,0,8,6,4,0,0,0,0
11,2,10,1,3,0,0,1,2
12,1,8,0,5,0,0,2,1
13,0,0,6,6,0,0,3,0
14,0,0,4,7,0,0,3,0
15,0,0,1,6,0,1,3,0
16,1,0,2,5,1,3,2,0
17,0,0,2,3,5,4,2,1
18,0,0,3,2,6,6,2,0
19,0,0,1,2,12,2,1,2
20,0,0,1,1,13,3,1,0
21,0,0,1,1,12,1,2,3
22,0,0,1,1,11,1,2,1
23,0,0,2,1,12,1,1,0
24,0,0,4,2,10,1,0,0
25,0,0,2,1,12,1,0,0
26,0,0,2,1,12,0,0,1
27,0,0,2,2,9,0,0,0
28,0,0,3,5,2,0,0,0
29,0,1,8,7,0,0,0,0
30,0,1,6,10,0,0,0,0
31,0,0,1,14,0,0,0,0
32,0,0,3,13,0,0,0,0
33,0,0,2,14,0,0,0,0
34,0,0,2,14,0,0,0,0
35,0,0,1,16,0,0,0,0
36,0,0,0,17,0,0,0,0
37,0,0,0,14,0,0,0,0
38,0,0,0,15,0,0,0,0
39,0,0,0,6,0,0,0,0
40,0,0,0,2,0,0,0,0
388,0,0,0,0,0,1,0,0
