Time,struggle_indiv_training,nonstruggle_indiv_training,struggle_indiv_assign,nonstruggle_indiv_assign,struggle_collab_training,nonstruggle_collab_training,struggle_collab_assign,nonstruggle_collab_assign, NumStudent: 26
0,0,0,0,1,0,0,1,0
1,0,0,0,3,0,0,1,0
2,0,3,0,7,0,0,2,0
3,0,13,0,4,0,0,0,1
4,0,5,0,10,0,0,2,0
5,0,8,0,9,0,0,1,1
6,0,8,1,8,0,0,1,1
7,1,7,1,7,0,0,1,1
8,2,5,1,7,0,0,2,2
9,1,3,1,6,0,0,6,1
10,1,4,1,7,0,0,4,0
11,0,0,3,6,0,0,4,4
12,0,0,4,6,0,0,4,5
13,0,0,4,4,0,2,5,1
14,0,2,2,3,4,4,2,0
15,0,0,2,5,5,4,1,0
16,0,0,0,5,10,3,0,2
17,0,0,0,7,10,0,1,2
18,0,1,0,5,10,0,2,1
19,0,0,0,5,8,1,2,0
20,1,0,0,1,5,1,0,0
21,0,2,1,2,6,0,0,0
22,0,1,1,4,3,0,0,0
23,0,0,7,6,0,0,0,0
24,0,0,2,12,0,0,0,0
25,0,0,1,11,0,0,0,0
26,0,0,0,14,0,0,0,0
27,0,0,0,14,0,0,0,0
28,0,1,1,12,0,0,0,0
29,0,1,1,12,0,0,0,0
30,0,1,0,13,0,0,0,0
31,0,1,0,13,0,0,0,0
32,0,1,0,9,0,0,0,0
33,0,0,0,10,0,0,0,0
34,0,0,0,10,0,0,0,0
35,0,0,1,7,0,0,0,0
